id,orderRef.id,item.id,name,alternateName,price,itemCode,printed,createdTime,orderClientCreatedTime,exchanged,refunded,isRevenue,isOrderFee,isAgeRestricted,excludeCashDiscount
G2AQDD6GM2RC6,08AD4VV2AB1ZW,TZJP4FJPS1X1A,1 Dal/Sabzi Large,,0,,False,1785134804000,1785134801000,False,False,True,False,False,False
